rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year
1153,Izmir Institute of Technology,5090,0.2,0.04,34.87,18.14,10.79,29.4,38.9,30.4,2020
1154,Kagawa University,6392,0.1,0.02,34.86,18.13,10.77,28.5,40.0,28.0,2020
1155,Kagoshima University,10541,0.1,0.03,34.85,18.12,10.76,18.0,42.9,23.0,2020
1156,Kanagawa University,18104,0.15,0.03,34.84,18.11,10.74,12.3,34.8,27.7,2020
1157,Kangwon National University,23127,0.23,0.03,34.83,18.1,10.73,17.8,36.3,21.1,2020
1158,Kansai University,30346,0.11,0.03,34.82,18.09,10.71,6.9,35.4,24.6,2020
1159,Kasetsart University,68067,0.22,0.01,34.81,18.08,10.7,10.3,59.8,37.1,2020
1160,Kaunas University of Technology,9956,0.15,0.06,34.8,18.07,10.69,5.6,38.9,30.4,2020
1161,Kazan National Research Technological University,15260,0.11,0.11,34.79,18.05,10.67,10.5,49.0,25.2,2020
1162,Kharazmi University,12656,0.21,0.01,34.78,18.04,10.66,21.2,44.7,17.1,2020
1163,Khon Kaen University,38655,0.2,0.02,34.77,18.03,10.64,18.0,55.2,31.1,2020
1164,KIIT University,21390,0.13,0.02,34.76,18.02,10.63,25.9,59.5,15.9,2020
1165,King Mongkut’s Institute of Technology Ladkrabang,23539,0.22,0.01,34.75,18.01,10.62,6.7,82.0,19.6,2020
1166,King Mongkut's University of Technology North Bangkok,26846,0.25,0.0,34.74,18.0,10.6,10.1,41.9,20.9,2020
1167,King Mongkut’s University of Technology Thonburi,16126,0.21,0.03,34.73,17.99,10.59,23.6,74.0,29.2,2020
1168,Kitasato University,8503,0.05,0.0,34.72,17.98,10.57,18.2,39.5,16.3,2020
1169,Kochi University,5469,0.08,0.01,34.71,17.97,10.56,20.7,40.9,24.2,2020
1170,Kogakuin University,6505,0.17,0.01,34.7,17.96,10.55,8.8,42.0,18.7,2020
1171,Kookmin University,17081,0.11,0.1,34.69,17.95,10.53,16.4,38.4,29.3,2020
1172,Kwansei Gakuin University,24766,0.24,0.03,34.68,17.94,10.52,13.4,35.3,32.3,2020
1173,Kyoto Institute of Technology,3989,0.13,0.05,34.67,17.93,10.5,10.3,41.3,22.1,2020
1174,Kyushu Institute of Technology (Kyutech),5653,0.16,0.04,34.66,17.92,10.49,31.0,47.4,29.3,2020
1175,Latvia University of Life Sciences and Technologies,4216,0.37,0.01,34.66,17.9,10.48,5.2,36.9,16.6,2020
1176,University of León,13606,0.16,0.13,34.65,17.89,10.46,25.4,36.7,43.4,2020
1177,University of Lethbridge,6996,0.13,0.12,34.64,17.88,10.45,22.3,34.5,57.6,2020
1178,L.N. Gumilyov Eurasian National University,17205,0.05,0.04,34.63,17.87,10.43,16.6,34.4,51.0,2020
1179,Lobachevsky State University of Nizhni Novgorod,18077,0.08,0.07,34.62,17.86,10.42,12.4,43.7,28.6,2020
1180,University of Łódź,31192,0.14,0.05,34.61,17.85,10.41,13.4,34.7,24.4,2020
1181,Lodz University of Technology,16372,0.13,0.04,34.6,17.84,10.39,18.0,37.8,23.0,2020
1182,London South Bank University,12168,0.17,0.33,34.59,17.83,10.38,18.1,34.8,75.3,2020
1183,Londrina State University,26685,0.15,0.01,34.58,17.82,10.36,16.3,34.4,18.7,2020
1184,Maharaja Sayajirao University of Baroda,39252,0.27,0.0,34.57,17.81,10.35,17.2,34.9,14.4,2020
1185,Mahasarakham University,38192,0.29,0.0,34.56,17.8,10.34,11.0,35.5,26.1,2020
1186,Universiti Malaysia Sarawak (UNIMAS),15973,0.19,0.06,34.55,17.79,10.32,10.2,34.7,39.5,2020
1187,Manipal Academy of Higher Education,23082,0.09,0.11,34.54,17.78,10.31,9.3,40.3,31.5,2020
1188,University of Manouba,18361,0.14,0.01,34.53,17.77,10.3,24.5,34.4,41.1,2020
1189,Marmara University,59480,0.29,0.04,34.52,17.76,10.28,19.4,34.6,22.9,2020
1190,University of Marrakech Cadi Ayyad,102000,0.66,0.01,34.51,17.75,10.27,22.7,35.4,41.1,2020
1191,Meiji University,33309,0.12,0.04,34.5,17.74,10.25,11.3,35.6,25.9,2020
1192,Meijo University,15412,0.31,0.01,34.49,17.72,10.24,11.6,35.5,26.2,2020
1193,Mendel University in Brno,7215,0.14,0.16,34.48,17.71,10.23,7.3,36.0,39.2,2020
1194,Menoufia University,84587,0.36,0.01,34.47,17.7,10.21,24.9,36.5,35.2,2020
1195,M'Hamed Bougara University of Boumerdès,31075,0.21,0.0,34.46,17.69,10.2,11.1,34.5,29.2,2020
1196,Michoacán University of San Nicolás of Hidalgo,40381,0.3,0.01,34.46,17.68,10.19,11.3,35.4,29.8,2020
1197,Mie University,7118,0.1,0.03,34.45,17.67,10.17,20.7,43.7,20.5,2020
1198,Ming Chuan University,18590,0.23,0.12,34.44,17.66,10.16,10.3,35.0,30.4,2020
1199,Minia University,59181,0.16,0.01,34.43,17.65,10.14,23.5,34.5,45.0,2020
1200,MIREA - Russian Technological University,19965,0.17,0.03,34.42,17.64,10.13,4.3,58.4,17.5,2020
1201,University of Miyazaki,5488,0.08,0.03,34.41,17.63,10.12,21.1,36.3,23.1,2020
1202,Mohammed V University of Rabat,81914,0.33,0.05,34.4,17.62,10.1,16.7,41.6,27.8,2020
1203,University of Monastir,19973,0.1,0.01,34.39,17.61,10.09,12.5,34.4,43.2,2020
1204,University of Montenegro,19171,0.27,0.02,34.38,17.6,10.08,15.2,34.8,43.8,2020
1205,Moscow Aviation Institute,15248,0.12,0.09,34.37,17.59,10.06,3.0,64.6,23.5,2020
1206,Moscow Power Engineering Institute,11422,0.15,0.1,34.36,17.58,10.05,5.8,56.5,27.4,2020
1207,Multimedia University,11080,0.13,0.09,34.35,17.57,10.04,11.4,37.4,37.1,2020
1208,University of Mumbai,7874,0.18,0.0,34.34,17.56,10.02,17.2,35.0,17.6,2020
1209,University of Mysore,7810,0.21,0.1,34.33,17.55,10.01,8.4,34.8,30.6,2020
1210,Nagaoka University of Technology,2300,0.11,0.12,34.32,17.54,9.99,11.7,41.7,32.8,2020
1211,Nagasaki University,9163,0.07,0.04,34.31,17.53,9.98,23.3,39.0,27.8,2020
1212,Nagoya City University,4444,0.08,0.02,34.31,17.52,9.97,27.7,45.5,19.4,2020
1213,Nagoya Institute of Technology,5661,0.16,0.04,34.3,17.51,9.95,12.8,49.0,22.7,2020
1214,Nanjing University of Aeronautics and Astronautics,29542,0.17,0.03,34.29,17.5,9.94,19.8,65.5,18.4,2020
1215,Nara Medical University,1240,0.03,0.01,34.28,17.49,9.93,21.2,39.3,15.3,2020
1216,Naresuan University,22863,0.16,0.01,34.27,17.47,9.91,12.6,34.9,35.9,2020
1217,National Changhua University of Education,8180,0.22,0.08,34.26,17.46,9.9,12.1,37.4,24.3,2020
1218,National Chiayi University,12219,0.26,0.03,34.25,17.45,9.89,8.2,65.6,18.0,2020
1219,National Chin-Yi University of Technology,7158,0.25,0.04,34.24,17.44,9.87,4.4,44.7,16.9,2020
1220,National Chung Cheng University,10161,0.15,0.05,34.23,17.43,9.86,13.7,41.3,21.2,2020
1221,National Chung Hsing University,15077,0.15,0.05,34.22,17.42,9.85,19.0,47.1,24.2,2020
1222,National University of Colombia,52085,0.22,0.01,34.21,17.41,9.83,26.1,35.4,35.7,2020
1223,National University of Córdoba,59450,0.1,0.03,34.2,17.4,9.82,21.2,35.1,34.3,2020
1224,National University of Cuyo,46096,0.1,0.02,34.19,17.39,9.81,25.7,34.4,37.2,2020
1225,National University of Kaohsiung,5550,0.23,0.04,34.18,17.38,9.79,6.1,38.6,25.5,2020
1226,National Polytechnic University (IPN),177983,0.11,0.0,34.18,17.37,9.78,10.7,40.4,21.8,2020
1227,National Research Saratov State University,9847,0.1,0.07,34.17,17.36,9.77,25.7,38.1,29.7,2020
1228,National University of San Martín,15236,0.16,0.05,34.16,17.35,9.75,31.9,35.0,39.1,2020
1229,National University of the South,20987,0.16,0.0,34.15,17.34,9.74,7.7,35.8,25.9,2020
1230,National Taipei University,8645,0.17,0.04,34.14,17.33,9.73,25.3,35.8,25.1,2020
1231,National Taiwan Ocean University,8652,0.22,0.09,34.13,17.32,9.71,17.1,52.8,29.9,2020
1232,National Technical University Kharkiv Polytechnic Institute,13411,0.08,0.09,34.12,17.31,9.7,5.4,34.9,27.5,2020
1233,National Yunlin University of Science and Technology,9215,0.25,0.04,34.11,17.3,9.69,7.3,89.9,18.7,2020
1234,Nicolaus Copernicus University in Toruń,22438,0.11,0.02,34.1,17.29,9.67,22.3,35.4,25.9,2020
1235,University of Nigeria Nsukka,34227,0.13,0.01,34.09,17.28,9.66,18.6,35.2,23.8,2020
1236,Slovak University of Agriculture in Nitra,6570,0.14,0.02,34.08,17.27,9.65,9.7,36.2,37.5,2020
1237,University of North Carolina Wilmington,14791,0.2,0.02,34.07,17.26,9.63,23.3,35.1,26.5,2020
1238,North China Electric Power University,30733,0.17,0.02,34.07,17.25,9.62,28.5,55.9,16.6,2020
1239,"University of the North, Colombia",14228,0.21,0.03,34.06,17.24,9.61,11.5,36.7,51.4,2020
1240,University of North Florida,12132,0.18,0.02,34.05,17.23,9.59,25.7,34.6,24.0,2020
1241,Novosibirsk State Technical University,11640,0.11,0.2,34.04,17.22,9.58,14.9,38.2,34.6,2020
1242,Oakland University,15887,0.19,0.04,34.03,17.21,9.57,24.5,35.3,28.9,2020
1243,Ocean University of China,32059,0.18,0.04,34.02,17.2,9.55,26.1,44.7,23.0,2020
1244,Ochanomizu University,2775,0.15,0.04,34.01,17.19,9.54,13.0,37.8,23.9,2020
1245,Oita University,5693,0.09,0.01,34.0,17.18,9.53,20.4,37.5,17.9,2020
1246,Ondokuz Mayis University,36179,0.33,0.06,33.99,17.17,9.51,6.7,38.4,22.1,2020
1247,Osaka Medical College,1248,0.03,0.01,33.98,17.16,9.5,12.4,36.5,15.4,2020
1248,Osaka Prefecture University,7746,0.1,0.04,33.97,17.15,9.49,20.2,41.5,22.4,2020
1249,University of Ostrava,8872,0.18,0.09,33.97,17.14,9.48,29.2,34.5,40.4,2020
1250,University of Pardubice,7266,0.14,0.07,33.96,17.13,9.46,10.3,35.5,28.2,2020
1251,Paris Nanterre University,33434,0.36,0.17,33.95,17.12,9.45,13.9,34.7,50.9,2020
1252,Perm National Research Polytechnic University,8922,0.09,0.07,33.94,17.11,9.44,2.1,54.9,20.3,2020
1253,Perm State University,9252,0.11,0.01,33.93,17.1,9.42,3.3,37.9,18.5,2020
1254,University of Peshawar,5647,0.11,0.02,33.92,17.09,9.41,15.0,34.4,34.2,2020
1255,Pirogov Russian National Research Medical University,8078,0.06,0.06,33.91,17.08,9.4,3.5,37.9,21.0,2020
1256,PMAS Arid Agriculture University Rawalpindi,12452,0.52,0.0,33.9,17.07,9.38,19.1,34.4,34.7,2020
1257,Polytechnic University of Bucharest,29437,0.14,0.03,33.89,17.06,9.37,12.9,34.4,21.4,2020
1258,Polytechnic University of Timişoara,12646,0.2,0.03,33.88,17.05,9.36,17.1,35.5,20.0,2020
1259,Pontifical Bolivarian University (UPB) – Medellín,15118,0.13,0.01,33.88,17.04,9.34,7.8,34.7,35.2,2020
1260,Pontifical Catholic University of Minas Gerais,34101,0.21,0.0,33.87,17.03,9.33,6.7,35.1,19.4,2020
1261,Pontifical Catholic University of Paraná,23714,0.23,0.01,33.86,17.02,9.32,23.7,35.9,27.1,2020
1262,Pontifical Catholic University of Valparaíso,15935,0.24,0.01,33.85,17.01,9.31,16.0,50.0,48.6,2020
1263,Prince of Songkla University,39257,0.16,0.02,33.84,17.0,9.29,17.6,35.4,32.6,2020
1264,PSG College of Technology,8325,0.15,0.0,33.83,16.99,9.28,12.8,34.9,13.6,2020
1265,Riga Technical University,10805,0.3,0.11,33.82,16.98,9.27,20.1,55.5,43.0,2020
1266,Rio de Janeiro State University (UERJ),22879,0.09,0.0,33.81,16.97,9.25,15.2,38.1,21.6,2020
1267,Ritsumeikan University,34413,0.18,0.06,33.8,16.96,9.24,16.6,36.8,33.6,2020
1268,Robert Gordon University,9489,0.2,0.22,33.79,16.95,9.23,23.3,35.2,75.0,2020
1269,University of the Ryukyus,8222,0.11,0.02,33.79,16.94,9.21,15.1,45.2,26.7,2020
1270,Saga University,6799,0.1,0.02,33.78,16.93,9.2,18.8,47.6,22.9,2020
1271,Saitama University,8579,0.14,0.05,33.77,16.92,9.19,22.8,36.4,31.7,2020
1272,Saitama Medical University,1909,0.02,0.0,33.76,16.91,9.18,28.0,38.1,15.1,2020
1273,Samara University,9660,0.11,0.11,33.75,16.9,9.16,31.0,46.6,30.2,2020
1274,Santa Catarina State University,12922,0.12,0.01,33.74,16.89,9.15,19.6,34.5,16.0,2020
1275,"University of Santiago, Chile (USACH)",22818,0.24,0.02,33.73,16.88,9.14,12.1,38.1,45.6,2020
1276,University of Sargodha,26206,0.34,0.0,33.72,16.87,9.12,10.5,34.4,39.5,2020
1277,SASTRA University,12234,0.15,0.0,33.72,16.86,9.11,31.9,34.9,14.0,2020
1278,Sathyabama Institute of Science and Technology,14381,0.17,0.01,33.71,16.85,9.1,10.2,35.0,15.8,2020
1279,University of Sciences and Technology Houari Boumediene,41865,0.23,0.01,33.7,16.84,9.09,8.1,34.9,35.6,2020
1280,University of Science and Technology of Oran Mohamed-Boudiaf,22049,0.12,0.02,33.69,16.83,9.07,7.1,34.8,38.3,2020
1281,Sechenov University,15354,0.08,0.16,33.68,16.82,9.06,2.6,37.8,36.7,2020
1282,Selçuk University,48591,0.19,0.04,33.67,16.81,9.05,17.7,34.7,19.8,2020
1283,Semnan University,12496,0.15,0.01,33.66,16.8,9.04,39.3,34.4,16.5,2020
1284,Seoul National University of Science and Technology (SeoulTech),11912,0.17,0.04,33.65,16.79,9.02,15.7,39.4,21.5,2020
1285,Sepuluh Nopember Institute of Technology,14624,0.11,0.04,33.64,16.78,9.01,23.4,62.6,34.7,2020
1286,University of Sfax,32178,0.14,0.01,33.64,16.77,9.0,17.3,34.4,39.7,2020
1287,Shahed University,6350,0.19,0.0,33.63,16.76,8.98,10.6,37.2,14.5,2020
1288,Shahid Bahonar University of Kerman,14998,0.24,0.0,33.62,16.75,8.97,15.1,41.6,15.1,2020
1289,​Shahid Chamran University of Ahvaz,12309,0.21,0.02,33.61,16.74,8.96,16.2,66.2,16.3,2020
1290,Shahrekord University,7378,0.23,0.0,33.6,16.74,8.95,35.5,34.8,15.6,2020
1291,Shahrood University of Technology,8448,0.25,0.0,33.59,16.73,8.93,27.8,35.9,18.2,2020
1292,Shibaura Institute of Technology Tokyo,7886,0.24,0.16,33.58,16.72,8.92,10.0,41.3,39.3,2020
1293,Shiga University of Medical Science,1164,0.03,0.02,33.57,16.71,8.91,27.2,42.3,20.0,2020
1294,Shimane University,6086,0.08,0.02,33.57,16.7,8.9,14.8,37.8,20.7,2020
1295,Shinshu University,10812,0.1,0.03,33.56,16.69,8.88,27.9,40.8,24.5,2020
1296,Shiraz University of Medical Sciences,10465,0.11,0.02,33.55,16.68,8.87,20.7,35.1,16.5,2020
1297,Shizuoka University,9956,0.14,0.03,33.54,16.67,8.86,14.7,38.9,27.6,2020
1298,University of Shizuoka,3002,0.12,0.03,33.53,16.66,8.84,13.5,38.1,20.3,2020
1299,Showa University,3659,0.02,0.01,33.52,16.65,8.83,20.0,36.4,16.6,2020
1300,Siberian Federal University,23800,0.17,0.04,33.51,16.64,8.82,6.8,60.5,29.0,2020
1301,Siksha ‘O’ Anusandhan,11703,0.1,0.0,33.5,16.63,8.81,19.9,34.7,13.1,2020
1302,University of Silesia in Katowice,24174,0.13,0.03,33.5,16.62,8.79,18.9,34.5,26.0,2020
1303,Silesian University of Technology,20646,0.13,0.01,33.49,16.61,8.78,31.7,36.9,16.0,2020
1304,Silpakorn University,24542,0.2,0.03,33.48,16.6,8.77,13.6,39.9,27.5,2020
1305,Simón Bolívar University,10273,0.25,0.0,33.47,16.59,8.76,13.8,61.1,45.9,2020
1306,University of the Sinos Valley,21715,0.24,0.0,33.46,16.58,8.74,21.5,46.3,19.7,2020
1307,Slovak University of Technology in Bratislava,13108,0.13,0.03,33.45,16.57,8.73,9.8,37.1,27.8,2020
1308,Sofia University,21988,0.09,0.06,33.44,16.56,8.72,14.2,35.3,43.7,2020
1309,Sohag University,52056,0.29,0.0,33.44,16.55,8.71,35.3,34.7,43.5,2020
1310,University of Sonora,29921,0.21,0.01,33.43,16.54,8.69,9.2,34.5,28.2,2020
1311,Soongsil University,15516,0.18,0.06,33.42,16.53,8.68,15.2,36.1,25.7,2020
1312,Sophia University,13369,0.24,0.09,33.41,16.52,8.67,14.3,36.0,40.3,2020
1313,University of Sousse,25335,0.11,0.01,33.4,16.51,8.66,13.6,34.4,36.1,2020
1314,University of South Africa,193874,1.55,0.07,33.39,16.5,8.64,15.0,35.2,43.7,2020
1315,University of South China,21401,0.1,0.0,33.38,16.49,8.63,10.9,38.3,14.7,2020
1316,Southern Federal University,19038,0.09,0.09,33.38,16.49,8.62,20.4,41.9,27.1,2020
1317,Southern Medical University,19306,0.07,0.07,33.37,16.48,8.61,24.9,39.5,23.5,2020
1318,South Ural State University,28840,0.17,0.05,33.36,16.47,8.59,20.7,39.5,20.0,2020
1319,South Valley University,47488,0.48,0.0,33.35,16.46,8.58,37.8,34.6,45.7,2020
1320,University of South Wales,15664,0.15,0.19,33.34,16.45,8.57,27.9,34.9,64.0,2020
1321,Southwest Jiaotong University,38059,0.16,0.02,33.33,16.44,8.56,20.8,81.0,24.3,2020
1322,Srinakharinwirot University,22247,0.17,0.0,33.32,16.43,8.54,12.6,40.6,20.9,2020
1323,SRM Institute of Science and Technology,51031,0.16,0.02,33.32,16.42,8.53,18.1,34.6,18.1,2020
1324,State University of Maringá,22620,0.13,0.01,33.31,16.41,8.52,8.8,34.7,17.4,2020
1325,State University of Ponta Grossa,11911,0.13,0.0,33.3,16.4,8.51,26.5,34.4,18.4,2020
1326,State University of Santa Cruz,3954,0.05,0.0,33.29,16.39,8.5,8.5,35.7,23.4,2020
1327,St Petersburg Electrotechnical University (LETI),8021,0.13,0.18,33.28,16.38,8.48,20.5,54.7,32.6,2020
1328,Süleyman Demirel University,46705,0.28,0.03,33.27,16.37,8.47,11.5,34.5,17.6,2020
1329,Sumy State University,9293,0.1,0.13,33.26,16.36,8.46,13.3,37.8,39.8,2020
1330,Suranaree University of Technology,15901,0.34,0.01,33.26,16.35,8.45,27.0,44.5,32.1,2020
1331,SWPS University of Social Sciences and Humanities,13561,0.35,0.09,33.25,16.34,8.43,21.0,34.5,51.8,2020
1332,Szent István University,12796,0.19,0.11,33.24,16.33,8.42,17.8,35.4,40.1,2020
1333,University of Talca,10795,0.16,0.01,33.23,16.32,8.41,27.5,44.7,49.5,2020
1334,Tamil Nadu Agricultural University,6279,0.08,0.0,33.22,16.32,8.4,2.7,40.5,14.8,2020
1335,Tamkang University,26032,0.25,0.08,33.21,16.31,8.38,12.8,35.9,30.2,2020
1336,University of Tarapacá,8708,0.25,0.02,33.2,16.3,8.37,10.8,34.4,50.2,2020
1337,Taras Shevchenko National University of Kyiv,23229,0.09,0.03,33.2,16.29,8.36,8.3,35.0,31.5,2020
1338,Technical University of Cluj-Napoca,19745,0.18,0.01,33.19,16.28,8.35,16.9,35.2,21.5,2020
1339,Technical University of Košice,8767,0.12,0.09,33.18,16.27,8.34,10.2,44.0,27.6,2020
1340,Technical University of Liberec,5321,0.1,0.12,33.17,16.26,8.32,5.9,40.5,38.8,2020
1341,"University of Technology, Iraq",10450,0.06,0.0,33.16,16.25,8.31,20.3,34.6,37.5,2020
1342,Universiti Teknologi MARA,54483,0.17,0.0,33.15,16.24,8.3,10.9,34.7,18.3,2020
1343,Texas State University,31893,0.19,0.01,33.15,16.23,8.29,27.3,36.4,30.4,2020
1344,Thammasat University,33506,0.12,0.01,33.14,16.22,8.27,11.7,38.9,34.4,2020
1345,University of Tlemcen,43446,0.25,0.01,33.13,16.21,8.26,5.6,34.8,37.0,2020
1346,TOBB University of Economics and Technology,5836,0.17,0.01,33.12,16.2,8.25,23.4,35.3,24.9,2020
1347,Toho University,5204,0.13,0.01,33.11,16.19,8.24,25.8,39.1,17.3,2020
1348,Tokai University,29848,0.13,0.02,33.1,16.18,8.23,20.8,36.8,23.4,2020
1349,Tokat Gaziosmanpaşa University,23679,0.21,0.02,33.1,16.18,8.21,17.8,34.6,16.6,2020
1350,Tokushima University,7553,0.09,0.03,33.09,16.17,8.2,15.0,55.1,22.6,2020
1351,Tokyo University of Agriculture,12221,0.34,0.02,33.08,16.16,8.19,10.5,36.4,19.1,2020
1352,Tokyo City University,7481,0.15,0.01,33.07,16.15,8.18,6.8,41.6,19.0,2020
1353,Tokyo Denki University,9285,0.26,0.02,33.06,16.14,8.16,3.4,39.6,17.7,2020
1354,Tokyo University of Marine Science and Technology,2654,0.11,0.07,33.05,16.13,8.15,10.4,47.7,33.3,2020
1355,Tomas Bata University in Zlín,8546,0.2,0.1,33.05,16.12,8.14,12.6,37.2,42.0,2020
1356,Tottori University,6096,0.08,0.02,33.04,16.11,8.13,12.4,37.3,19.9,2020
1357,University of Toyama,9133,0.12,0.03,33.03,16.1,8.12,20.3,44.4,27.3,2020
1358,Toyo University,32404,0.31,0.05,33.02,16.09,8.1,6.6,35.3,30.8,2020
1359,Toyohashi University of Technology (TUT),2135,0.09,0.07,33.01,16.08,8.09,16.3,51.1,26.0,2020
1360,Tribhuvan University,418053,0.36,0.0,33.0,16.07,8.08,30.8,34.4,45.8,2020
1361,Tunghai University,15704,0.27,0.1,33.0,16.06,8.07,10.6,37.7,34.6,2020
1362,University of Tunis El Manar,33923,0.1,0.01,32.99,16.05,8.06,18.3,34.5,40.8,2020
1363,Tzu Chi University,3492,0.1,0.05,32.98,16.05,8.04,15.1,39.1,20.3,2020
1364,Ufa State Aviation Technical University,14111,0.06,0.01,32.97,16.04,8.03,10.5,34.5,19.0,2020
1365,Ural Federal University,25000,0.12,0.11,32.96,16.03,8.02,12.5,51.1,44.6,2020
1366,Urmia University,13500,0.29,0.0,32.95,16.02,8.01,18.3,38.1,14.9,2020
1367,Utsunomiya University,4872,0.13,0.04,32.95,16.01,8.0,6.0,36.6,22.8,2020
1368,University of Valladolid,23232,0.12,0.06,32.94,16.0,7.98,23.1,38.1,37.7,2020
1369,University of Valparaíso,16211,0.19,0.03,32.93,15.99,7.97,18.4,34.5,48.7,2020
1370,"University of Veterinary and Animal Sciences, Lahore",5794,0.29,0.01,32.92,15.98,7.96,8.5,42.2,36.5,2020
1371,Vietnam National University (Ho Chi Minh City),63479,0.22,0.01,32.91,15.97,7.95,16.0,42.8,40.3,2020
1372,Vilnius Gediminas Technical University,9551,0.14,0.1,32.9,15.96,7.94,31.7,40.7,39.6,2020
1373,V.N. Karazin Kharkiv National University,17109,0.09,0.25,32.9,15.95,7.92,9.0,34.6,49.9,2020
1374,Volgograd State Technical University,14764,0.15,0.07,32.89,15.95,7.91,21.9,43.2,19.4,2020
1375,Voronezh State University,15246,0.11,0.1,32.88,15.94,7.9,4.2,35.3,25.9,2020
1376,VŠB - Technical University of Ostrava,13381,0.15,0.13,32.87,15.93,7.89,10.1,41.4,38.9,2020
1377,Warsaw University of Technology,29709,0.13,0.06,32.86,15.92,7.88,30.7,39.8,25.1,2020
1378,Wenzhou Medical University,15971,0.12,0.05,32.86,15.91,7.86,28.0,37.7,24.2,2020
1379,University of West Bohemia,10540,0.15,0.05,32.85,15.9,7.85,16.7,39.1,29.8,2020
1380,Western Paraná State University (Unioeste),11927,0.09,0.0,32.84,15.89,7.84,4.0,34.9,15.2,2020
1381,West University of Timişoara,13550,0.18,0.04,32.83,15.88,7.83,11.9,35.5,28.0,2020
1382,Wrocław University of Science and Technology,28329,0.15,0.03,32.82,15.87,7.82,21.3,38.9,21.0,2020
1383,Yamagata University,8913,0.09,0.02,32.81,15.86,7.81,17.7,50.6,22.3,2020
1384,Yamaguchi University,10580,0.11,0.05,32.81,15.85,7.79,14.9,42.3,25.2,2020
1385,University of Yamanashi,4659,0.06,0.04,32.8,15.85,7.78,25.6,36.8,21.6,2020
1386,Yanshan University,32748,0.15,0.01,32.79,15.84,7.77,14.9,50.6,15.9,2020
1387,Yarmouk University,35353,0.3,0.09,32.78,15.83,7.76,7.1,35.6,48.7,2020
1388,Yazd University,13745,0.3,0.01,32.77,15.82,7.75,16.1,36.9,16.6,2020
1389,Yeditepe University,19508,0.37,0.02,32.77,15.81,7.73,11.9,68.0,19.6,2020
1390,Yıldız Technical University,36946,0.34,0.04,32.76,15.8,7.72,23.0,45.6,21.1,2020
1391,Yokohama National University,9889,0.13,0.07,32.75,15.79,7.71,16.2,49.1,26.7,2020
1392,Yuan Ze University,8356,0.2,0.08,32.74,15.78,7.7,15.5,47.0,28.3,2020
1393,Zagazig University,156419,0.24,0.01,32.73,15.77,7.69,29.6,34.4,38.8,2020
1394,University of Zagreb,68216,0.19,0.03,32.72,15.76,7.68,25.3,37.4,33.0,2020
1395,University of Zanjan,9980,0.25,0.0,32.72,15.76,7.66,28.5,43.8,18.7,2020
1396,Zhejiang University of Technology,31228,0.15,0.08,32.71,15.75,7.65,32.3,51.4,24.4,2020
